timestamp,dominant_emotion,happy,sad,angry,neutral
2024-07-29 15:58:09.995804,sad,0.0004999933695399545,0.8762524082592548,0.0005603017008189049,0.12268729667038643
2024-07-29 15:58:10.108720,neutral,0.004177830324766933,0.48217706699784196,0.0074851654331047745,0.5061599372442863
2024-07-29 15:58:10.215853,neutral,0.003184272043559319,0.492898526650517,0.04725908938146616,0.45665811192445754
2024-07-29 15:58:10.360015,neutral,0.009235240243307997,0.4608826855910937,0.048502450188010436,0.4813796239775879
2024-07-29 15:58:10.492060,neutral,0.017727884969469948,0.4096718412503641,0.12152769205257011,0.4510725817275959
2024-07-29 15:58:10.626762,neutral,0.019077797589947192,0.3729579180616425,0.16795330213745244,0.44001098221095786
2024-07-29 15:58:10.768025,neutral,0.018237071310571642,0.33553735054559153,0.255581764394443,0.3906438137493939
2024-07-29 15:58:10.917532,neutral,0.016102779837380513,0.29815654593868884,0.3427558853405177,0.342984788883413
2024-07-29 15:58:11.060952,neutral,0.031084281066278766,0.2817987398229973,0.3654709122257497,0.3216460668849743
2024-07-29 15:58:11.197254,neutral,0.028078070950379876,0.254205282363864,0.4279870894841881,0.289729557201568
2024-07-29 15:58:11.343201,neutral,0.026261180180831355,0.23207817360946256,0.47634321927157686,0.26531742693812926
2024-07-29 15:58:11.476853,angry,0.024158279854387663,0.21439150229202975,0.5178523839086026,0.24359783394498016
2024-07-29 15:58:11.608479,angry,0.024115784598304022,0.19990587347334812,0.5439769861203408,0.23200135580800701
2024-07-29 15:58:11.740762,angry,0.06516345794215272,0.18565824770726355,0.5051528523080425,0.24402544204254123
2024-07-29 15:58:11.861359,angry,0.11628976111263345,0.17331088532143082,0.4715058496154912,0.23889350395044456
2024-07-29 15:58:11.986224,angry,0.18279348199279713,0.11492433099795445,0.47149876906257726,0.23078341794667118
2024-07-29 15:58:12.126072,angry,0.24877755520556316,0.10908115440133599,0.4705683722373613,0.17157291815573944
2024-07-29 15:58:12.263035,angry,0.3146772456503406,0.07482197646694425,0.4621448282148148,0.14835594966790036
2024-07-29 15:58:12.393056,happy,0.3781283777772684,0.05052985753377926,0.45869288460199525,0.11264888008695709
2024-07-29 15:58:12.517780,happy,0.4412576634207204,0.036904898862929594,0.43114791288958804,0.0906895248267619
2024-07-29 15:58:12.623523,happy,0.506111718932717,0.02430927442456549,0.40450608508830194,0.0650729215544156
2024-07-29 15:58:12.771009,happy,0.5717576625065209,0.016938617182574188,0.35244618834717056,0.05885753196373427
2024-07-29 15:58:12.881877,happy,0.6379596280715172,0.014536152751423111,0.2889448026978415,0.05855941647921821
2024-07-29 15:58:13.029062,happy,0.6933683011586568,0.004503965991930551,0.2524956268443395,0.049632106005073236
2024-07-29 15:58:13.153447,happy,0.7598004299195582,0.0041432931525437105,0.18648371936638805,0.04957255756151014
2024-07-29 15:58:13.281258,happy,0.8240532174012131,0.003453027610869334,0.12252029175271259,0.0499734632352052
2024-07-29 15:58:13.398797,happy,0.8903185802124659,0.0021607518241990387,0.0575870108250012,0.04993365713833401
2024-07-29 15:58:13.524442,happy,0.890479341745213,0.005950142178248537,0.007088703886755921,0.09648181218978256
2024-07-29 15:58:13.655264,happy,0.8508396458638026,0.00870051982401255,0.009972545184445491,0.1304872891277397
2024-07-29 15:58:13.762145,happy,0.795435299190152,0.012734989975138722,0.014458926170445273,0.17737078466426404
2024-07-29 15:58:13.893326,happy,0.7292586024967608,0.015332856767090914,0.016377416090109176,0.2390311246460391
2024-07-29 15:58:14.008972,happy,0.662879798806132,0.027561465626070293,0.020794695484956025,0.28876404008284173
2024-07-29 15:58:14.125058,happy,0.5976971586742273,0.04583371160846316,0.05423461259621825,0.30223451712109123
2024-07-29 15:58:14.277440,neutral,0.5331411018291047,0.06793866919698657,0.08216971072946225,0.3167505182444465
2024-07-29 15:58:14.408957,neutral,0.46704665340948925,0.09265569658632279,0.10425831969727979,0.33603933030690813
2024-07-29 15:58:14.533896,neutral,0.4007367493789615,0.09697587829957324,0.10577288162049271,0.3965144907009726
2024-07-29 15:58:14.663328,neutral,0.3347858260351156,0.1037030802187942,0.10796657765148084,0.45354451609460944
2024-07-29 15:58:14.793898,neutral,0.26888355851289103,0.13803560174520044,0.12675617207496226,0.46632466766694614
2024-07-29 15:58:14.926270,neutral,0.20381289809414854,0.17626501670603492,0.14568197018319648,0.47424011501661995
2024-07-29 15:58:15.068338,neutral,0.13924841402404478,0.19401709330397185,0.15585204042834083,0.5108824522436425
2024-07-29 15:58:15.186134,neutral,0.07539663483077412,0.20966112733215206,0.17653467218000685,0.5384075656570669
2024-07-29 15:58:15.334196,neutral,0.009134585195786636,0.24530230508462,0.18759275655100877,0.5579703531685845
2024-07-29 15:58:15.503666,neutral,0.009989279598651203,0.25382750820931804,0.21069302323517766,0.525490188956853
2024-07-29 15:58:15.669812,neutral,0.011488555074594215,0.2551619065981581,0.20886925983377688,0.5244802784934707
2024-07-29 15:58:15.859652,neutral,0.01173680061087433,0.25135077510717885,0.26727299304072244,0.4696394312412242
2024-07-29 15:58:16.029599,neutral,0.012527631867539198,0.26837050679133456,0.2689863927023389,0.4501154686387872
2024-07-29 15:58:16.264139,neutral,0.013363347277582678,0.2587528310246802,0.26584378231158357,0.4620400393861535
2024-07-29 15:58:16.398481,neutral,0.017991804986696735,0.26164783524017915,0.24333639350004102,0.47702396627308297
